Granularity,Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Gross Sales,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,AOV,Total Commission,Total Promotion Fees | (for historical reference only),Total Promotion Sales | (for historical reference only),Total Ad Fees | (for historical reference only),Total Ad Sales | (for historical reference only),Currency
Day of 2024-08-06,2024-08-06,2024-08-06,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1312.00,75,74,17.49,172.27,0.00,0.00,3.00,25.57,USD
Day of 2024-08-06,2024-08-06,2024-08-06,McDonald's (18170-NO WOODBURY),946241,5579,18170,1056.80,49,49,21.57,131.19,7.19,21.48,3.00,11.29,USD
Day of 2024-08-06,2024-08-06,2024-08-06,McDonald's (18576-WINSLOW),946252,5579,18576,1060.14,57,57,18.60,147.52,5.04,20.15,3.00,14.68,USD
Day of 2024-08-06,2024-08-06,2024-08-06,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,880.25,45,45,19.56,108.82,7.19,35.38,3.00,14.62,USD
Day of 2024-08-06,2024-08-06,2024-08-06,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,448.08,19,19,23.58,54.19,0.00,0.00,0.00,0.00,USD
Day of 2024-08-06,2024-08-06,2024-08-06,McDonald's (2401-TURNERSVILLE),946258,5579,2401,531.06,29,29,18.31,69.01,0.00,0.00,0.00,0.00,USD
Day of 2024-08-06,2024-08-06,2024-08-06,McDonald's (4592-OCEAN CITY),659406,5579,4592,521.97,19,18,27.47,64.90,22.17,105.79,0.00,0.00,USD
Day of 2024-08-06,2024-08-06,2024-08-06,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1318.81,60,60,21.98,173.09,0.00,0.00,0.00,0.00,USD
Day of 2024-08-05,2024-08-05,2024-08-05,McDonald's (12008-CROSS KEYS),946236,5579,12008,588.43,33,33,17.83,76.98,0.00,0.00,0.00,0.00,USD
Day of 2024-08-05,2024-08-05,2024-08-05,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1132.26,63,62,17.97,147.32,0.00,0.00,3.00,6.89,USD
Day of 2024-08-05,2024-08-05,2024-08-05,McDonald's (18170-NO WOODBURY),946241,5579,18170,944.42,45,45,20.99,122.26,7.79,21.76,0.00,0.00,USD
Day of 2024-08-05,2024-08-05,2024-08-05,McDonald's (18576-WINSLOW),946252,5579,18576,877.42,44,44,19.94,121.72,0.00,0.00,0.00,0.00,USD
Day of 2024-08-05,2024-08-05,2024-08-05,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1019.78,52,52,19.61,128.60,7.19,25.25,0.00,0.00,USD
Day of 2024-08-05,2024-08-05,2024-08-05,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,425.71,24,22,17.74,52.99,0.00,0.00,6.00,22.34,USD
Day of 2024-08-05,2024-08-05,2024-08-05,McDonald's (2401-TURNERSVILLE),946258,5579,2401,561.50,22,22,25.52,73.65,0.00,0.00,3.00,36.14,USD
Day of 2024-08-05,2024-08-05,2024-08-05,McDonald's (4592-OCEAN CITY),659406,5579,4592,629.36,26,26,24.21,80.63,7.79,44.79,3.00,18.44,USD
Day of 2024-08-05,2024-08-05,2024-08-05,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1441.58,63,63,22.88,189.15,14.98,67.52,0.00,0.00,USD
Day of 2024-08-04,2024-08-04,2024-08-04,McDonald's (12008-CROSS KEYS),946236,5579,12008,625.17,31,31,20.17,81.61,0.00,0.00,6.00,29.35,USD
Day of 2024-08-04,2024-08-04,2024-08-04,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1553.26,73,73,21.28,205.38,7.19,62.43,0.00,0.00,USD
Day of 2024-08-04,2024-08-04,2024-08-04,McDonald's (18170-NO WOODBURY),946241,5579,18170,1471.77,63,63,23.36,190.17,14.38,37.53,0.00,0.00,USD
Day of 2024-08-04,2024-08-04,2024-08-04,McDonald's (18576-WINSLOW),946252,5579,18576,1421.96,73,72,19.48,202.45,7.19,23.55,0.00,0.00,USD
Day of 2024-08-04,2024-08-04,2024-08-04,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,770.37,35,35,22.01,96.77,0.00,0.00,0.00,0.00,USD
Day of 2024-08-04,2024-08-04,2024-08-04,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,539.30,24,24,22.47,61.87,14.98,53.72,0.00,0.00,USD
Day of 2024-08-04,2024-08-04,2024-08-04,McDonald's (2401-TURNERSVILLE),946258,5579,2401,443.89,26,25,17.07,53.50,0.00,0.00,0.00,0.00,USD
Day of 2024-08-04,2024-08-04,2024-08-04,McDonald's (4592-OCEAN CITY),659406,5579,4592,1393.24,33,33,42.22,170.86,0.00,0.00,0.00,0.00,USD
Day of 2024-08-04,2024-08-04,2024-08-04,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1765.10,82,82,21.53,230.65,14.38,45.30,0.00,0.00,USD
Day of 2024-08-03,2024-08-03,2024-08-03,McDonald's (12008-CROSS KEYS),946236,5579,12008,510.53,26,25,19.64,64.66,14.38,55.35,0.00,0.00,USD
Day of 2024-08-03,2024-08-03,2024-08-03,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1514.97,75,75,20.20,194.27,21.57,75.75,0.00,0.00,USD
Day of 2024-08-03,2024-08-03,2024-08-03,McDonald's (18170-NO WOODBURY),946241,5579,18170,1443.82,63,62,22.92,184.04,14.38,47.78,3.00,13.19,USD
Day of 2024-08-03,2024-08-03,2024-08-03,McDonald's (18576-WINSLOW),946252,5579,18576,1114.08,58,58,19.21,157.87,0.00,0.00,9.00,49.40,USD
Day of 2024-08-03,2024-08-03,2024-08-03,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1218.72,58,57,21.01,155.94,7.79,22.97,0.00,0.00,USD
Day of 2024-08-03,2024-08-03,2024-08-03,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,649.89,23,23,28.26,81.64,7.79,19.26,0.00,0.00,USD
Day of 2024-08-03,2024-08-03,2024-08-03,McDonald's (2401-TURNERSVILLE),946258,5579,2401,771.26,32,31,24.10,99.05,7.79,60.15,0.00,0.00,USD
Day of 2024-08-03,2024-08-03,2024-08-03,McDonald's (4592-OCEAN CITY),659406,5579,4592,1125.07,42,41,26.79,144.16,7.79,78.50,0.00,0.00,USD
Day of 2024-08-03,2024-08-03,2024-08-03,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1619.33,71,71,22.81,209.16,0.00,0.00,0.00,0.00,USD
Day of 2024-08-02,2024-08-02,2024-08-02,McDonald's (12008-CROSS KEYS),946236,5579,12008,585.23,25,25,23.41,77.01,0.00,0.00,0.00,0.00,USD
Day of 2024-08-02,2024-08-02,2024-08-02,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1743.48,82,82,21.26,223.88,7.79,43.12,3.00,39.58,USD
Day of 2024-08-02,2024-08-02,2024-08-02,McDonald's (18170-NO WOODBURY),946241,5579,18170,1308.20,53,53,24.68,168.06,0.00,0.00,0.00,0.00,USD
Day of 2024-08-02,2024-08-02,2024-08-02,McDonald's (18576-WINSLOW),946252,5579,18576,1435.55,69,69,20.81,198.93,7.19,18.44,3.00,18.56,USD
Day of 2024-08-02,2024-08-02,2024-08-02,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1354.02,66,66,20.52,165.31,7.19,22.78,3.00,14.58,USD
Day of 2024-08-02,2024-08-02,2024-08-02,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,402.19,12,12,33.52,52.81,0.00,0.00,0.00,0.00,USD
Day of 2024-08-02,2024-08-02,2024-08-02,McDonald's (2401-TURNERSVILLE),946258,5579,2401,762.44,31,31,24.59,100.34,0.00,0.00,0.00,0.00,USD
Day of 2024-08-02,2024-08-02,2024-08-02,McDonald's (4592-OCEAN CITY),659406,5579,4592,610.48,27,27,22.61,77.03,0.00,0.00,0.00,0.00,USD
Day of 2024-08-02,2024-08-02,2024-08-02,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1534.12,80,79,19.18,192.65,14.98,76.27,0.00,0.00,USD
Day of 2024-08-01,2024-08-01,2024-08-01,McDonald's (12008-CROSS KEYS),946236,5579,12008,588.73,29,29,20.30,78.09,0.00,0.00,0.00,0.00,USD
Day of 2024-08-01,2024-08-01,2024-08-01,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1437.77,79,79,18.20,186.28,0.00,0.00,3.00,15.18,USD
Day of 2024-08-01,2024-08-01,2024-08-01,McDonald's (18170-NO WOODBURY),946241,5579,18170,1207.15,58,58,20.81,157.98,0.00,0.00,3.00,23.58,USD
Day of 2024-08-01,2024-08-01,2024-08-01,McDonald's (18576-WINSLOW),946252,5579,18576,1296.86,66,65,19.65,183.08,7.19,22.67,0.00,0.00,USD
Day of 2024-08-01,2024-08-01,2024-08-01,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1212.31,61,61,19.87,151.64,7.79,33.66,0.00,0.00,USD
Day of 2024-08-01,2024-08-01,2024-08-01,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,472.17,21,21,22.48,60.08,0.00,0.00,0.00,0.00,USD
Day of 2024-08-01,2024-08-01,2024-08-01,McDonald's (2401-TURNERSVILLE),946258,5579,2401,585.10,29,29,20.18,76.24,0.00,0.00,0.00,0.00,USD
Day of 2024-08-01,2024-08-01,2024-08-01,McDonald's (4592-OCEAN CITY),659406,5579,4592,567.79,26,26,21.84,70.78,0.00,0.00,0.00,0.00,USD
Day of 2024-08-01,2024-08-01,2024-08-01,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1674.60,80,80,20.93,208.29,37.75,181.75,6.00,48.45,USD
Day of 2024-07-31,2024-07-31,2024-07-31,McDonald's (12008-CROSS KEYS),946236,5579,12008,221.43,11,11,20.13,27.53,0.00,0.00,0.00,0.00,USD
Day of 2024-07-31,2024-07-31,2024-07-31,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1317.46,70,70,18.82,171.58,0.00,0.00,0.00,0.00,USD
Day of 2024-07-31,2024-07-31,2024-07-31,McDonald's (18170-NO WOODBURY),946241,5579,18170,1295.58,63,63,20.56,164.18,21.57,78.40,0.00,0.00,USD
Day of 2024-07-31,2024-07-31,2024-07-31,McDonald's (18576-WINSLOW),946252,5579,18576,1217.93,61,61,19.97,169.71,7.19,32.98,0.00,0.00,USD
Day of 2024-07-31,2024-07-31,2024-07-31,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,718.86,35,35,20.54,89.18,0.00,0.00,0.00,0.00,USD
Day of 2024-07-31,2024-07-31,2024-07-31,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,292.93,16,15,18.31,34.89,7.79,28.36,0.00,0.00,USD
Day of 2024-07-31,2024-07-31,2024-07-31,McDonald's (2401-TURNERSVILLE),946258,5579,2401,578.82,26,26,22.26,76.61,0.00,0.00,0.00,0.00,USD
Day of 2024-07-31,2024-07-31,2024-07-31,McDonald's (4592-OCEAN CITY),659406,5579,4592,663.05,31,31,21.39,83.91,0.00,0.00,0.00,0.00,USD
Day of 2024-07-31,2024-07-31,2024-07-31,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1403.57,68,68,20.64,180.21,14.38,83.36,0.00,0.00,USD
Day of 2024-07-30,2024-07-30,2024-07-30,McDonald's (12008-CROSS KEYS),946236,5579,12008,628.55,28,28,22.45,83.30,0.00,0.00,0.00,0.00,USD
Day of 2024-07-30,2024-07-30,2024-07-30,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1380.85,66,66,20.92,177.55,0.00,0.00,0.00,0.00,USD
Day of 2024-07-30,2024-07-30,2024-07-30,McDonald's (18170-NO WOODBURY),946241,5579,18170,989.72,48,48,20.62,125.95,7.79,41.02,0.00,0.00,USD
Day of 2024-07-30,2024-07-30,2024-07-30,McDonald's (18576-WINSLOW),946252,5579,18576,1205.95,65,65,18.55,171.35,7.19,27.59,0.00,0.00,USD
Day of 2024-07-30,2024-07-30,2024-07-30,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,831.86,45,45,18.49,103.16,7.19,15.17,0.00,0.00,USD
Day of 2024-07-30,2024-07-30,2024-07-30,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,449.99,19,19,23.68,57.85,0.00,0.00,0.00,0.00,USD
Day of 2024-07-30,2024-07-30,2024-07-30,McDonald's (2401-TURNERSVILLE),946258,5579,2401,379.92,18,18,21.11,49.43,0.00,0.00,0.00,0.00,USD
Day of 2024-07-30,2024-07-30,2024-07-30,McDonald's (4592-OCEAN CITY),659406,5579,4592,472.37,23,23,20.54,57.16,22.77,86.96,0.00,0.00,USD
Day of 2024-07-30,2024-07-30,2024-07-30,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1746.27,79,79,22.10,221.91,22.77,114.26,0.00,0.00,USD
Day of 2024-07-29,2024-07-29,2024-07-29,McDonald's (12008-CROSS KEYS),946236,5579,12008,703.31,35,35,20.09,88.78,31.16,139.87,0.00,0.00,USD
Day of 2024-07-29,2024-07-29,2024-07-29,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1567.02,73,72,21.47,187.18,85.09,332.19,6.00,33.36,USD
Day of 2024-07-29,2024-07-29,2024-07-29,McDonald's (18170-NO WOODBURY),946241,5579,18170,806.41,38,38,21.22,98.43,31.16,105.44,0.00,0.00,USD
Day of 2024-07-29,2024-07-29,2024-07-29,McDonald's (18576-WINSLOW),946252,5579,18576,1094.36,57,57,19.20,150.27,38.35,157.92,0.00,0.00,USD
Day of 2024-07-29,2024-07-29,2024-07-29,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1071.46,48,48,22.32,127.39,54.53,191.34,3.00,13.59,USD
Day of 2024-07-29,2024-07-29,2024-07-29,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,249.64,14,14,17.83,28.78,7.79,23.26,0.00,0.00,USD
Day of 2024-07-29,2024-07-29,2024-07-29,McDonald's (2401-TURNERSVILLE),946258,5579,2401,494.95,23,21,21.52,59.85,7.19,25.07,0.00,0.00,USD
Day of 2024-07-29,2024-07-29,2024-07-29,McDonald's (4592-OCEAN CITY),659406,5579,4592,499.17,26,26,19.20,60.74,22.77,78.78,0.00,0.00,USD
Day of 2024-07-29,2024-07-29,2024-07-29,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1046.54,51,50,20.52,131.97,38.95,143.11,0.00,0.00,USD
Day of 2024-07-28,2024-07-28,2024-07-28,McDonald's (12008-CROSS KEYS),946236,5579,12008,583.84,25,25,23.35,70.98,38.35,150.69,0.00,0.00,USD
Day of 2024-07-28,2024-07-28,2024-07-28,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1933.83,91,91,21.25,246.97,68.31,289.15,6.00,43.46,USD
Day of 2024-07-28,2024-07-28,2024-07-28,McDonald's (18170-NO WOODBURY),946241,5579,18170,1566.73,57,57,27.49,190.49,85.09,377.19,3.00,23.77,USD
Day of 2024-07-28,2024-07-28,2024-07-28,McDonald's (18576-WINSLOW),946252,5579,18576,1653.73,82,80,20.17,219.96,93.48,322.68,0.00,0.00,USD
Day of 2024-07-28,2024-07-28,2024-07-28,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1262.65,60,60,21.04,152.37,46.74,182.99,0.00,0.00,USD
Day of 2024-07-28,2024-07-28,2024-07-28,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,607.45,28,28,21.69,72.99,23.37,82.53,0.00,0.00,USD
Day of 2024-07-28,2024-07-28,2024-07-28,McDonald's (2401-TURNERSVILLE),946258,5579,2401,632.70,29,29,21.82,74.40,38.35,122.40,0.00,0.00,USD
Day of 2024-07-28,2024-07-28,2024-07-28,McDonald's (4592-OCEAN CITY),659406,5579,4592,737.44,29,29,25.43,94.41,14.98,63.29,0.00,0.00,USD
Day of 2024-07-28,2024-07-28,2024-07-28,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1872.34,82,82,22.83,236.79,99.47,359.83,0.00,0.00,USD
Day of 2024-07-27,2024-07-27,2024-07-27,McDonald's (12008-CROSS KEYS),946236,5579,12008,520.47,25,25,20.82,62.07,38.35,149.12,0.00,0.00,USD
Day of 2024-07-27,2024-07-27,2024-07-27,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,2113.00,103,103,20.51,264.41,61.72,228.13,0.00,0.00,USD
Day of 2024-07-27,2024-07-27,2024-07-27,McDonald's (18170-NO WOODBURY),946241,5579,18170,1045.82,50,50,20.92,126.89,53.93,200.31,0.00,0.00,USD
Day of 2024-07-27,2024-07-27,2024-07-27,McDonald's (18576-WINSLOW),946252,5579,18576,1587.53,66,66,24.05,215.68,61.72,284.66,3.00,8.19,USD
Day of 2024-07-27,2024-07-27,2024-07-27,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1086.47,53,53,20.50,130.59,46.14,162.45,0.00,0.00,USD
Day of 2024-07-27,2024-07-27,2024-07-27,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,308.96,12,12,25.75,39.59,7.79,36.37,0.00,0.00,USD
Day of 2024-07-27,2024-07-27,2024-07-27,McDonald's (2401-TURNERSVILLE),946258,5579,2401,380.21,20,20,19.01,47.79,7.79,26.77,0.00,0.00,USD
Day of 2024-07-27,2024-07-27,2024-07-27,McDonald's (4592-OCEAN CITY),659406,5579,4592,846.71,35,35,24.19,105.66,22.77,79.92,0.00,0.00,USD
Day of 2024-07-27,2024-07-27,2024-07-27,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1416.86,66,65,21.47,180.21,62.32,215.95,0.00,0.00,USD
Day of 2024-07-26,2024-07-26,2024-07-26,McDonald's (12008-CROSS KEYS),946236,5579,12008,578.16,29,29,19.94,73.10,23.37,72.31,0.00,0.00,USD
Day of 2024-07-26,2024-07-26,2024-07-26,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,2073.58,97,97,21.38,258.05,76.70,342.13,0.00,0.00,USD
Day of 2024-07-26,2024-07-26,2024-07-26,McDonald's (18170-NO WOODBURY),946241,5579,18170,1386.78,59,59,23.50,167.84,54.53,195.48,0.00,0.00,USD
Day of 2024-07-26,2024-07-26,2024-07-26,McDonald's (18576-WINSLOW),946252,5579,18576,1506.81,75,75,20.09,203.33,68.31,298.49,0.00,0.00,USD
Day of 2024-07-26,2024-07-26,2024-07-26,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1122.22,53,53,21.17,130.93,61.72,226.29,0.00,0.00,USD
Day of 2024-07-26,2024-07-26,2024-07-26,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,422.19,16,16,26.39,51.72,23.37,127.04,0.00,0.00,USD
Day of 2024-07-26,2024-07-26,2024-07-26,McDonald's (2401-TURNERSVILLE),946258,5579,2401,468.11,20,20,23.41,58.45,22.77,63.53,0.00,0.00,USD
Day of 2024-07-26,2024-07-26,2024-07-26,McDonald's (4592-OCEAN CITY),659406,5579,4592,926.49,40,40,23.16,114.60,22.77,87.80,0.00,0.00,USD
Day of 2024-07-26,2024-07-26,2024-07-26,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1904.20,83,82,22.94,238.49,83.89,316.53,0.00,0.00,USD
Day of 2024-07-25,2024-07-25,2024-07-25,McDonald's (12008-CROSS KEYS),946236,5579,12008,624.06,30,30,20.80,80.10,7.19,32.57,0.00,0.00,USD
Day of 2024-07-25,2024-07-25,2024-07-25,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1682.86,80,80,21.04,215.85,14.98,59.41,6.00,45.62,USD
Day of 2024-07-25,2024-07-25,2024-07-25,McDonald's (18170-NO WOODBURY),946241,5579,18170,1032.55,49,49,21.07,131.75,7.19,26.08,3.00,43.73,USD
Day of 2024-07-25,2024-07-25,2024-07-25,McDonald's (18576-WINSLOW),946252,5579,18576,1299.12,66,66,19.68,182.71,0.00,0.00,0.00,0.00,USD
Day of 2024-07-25,2024-07-25,2024-07-25,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,979.56,51,51,19.21,123.46,0.00,0.00,0.00,0.00,USD
Day of 2024-07-25,2024-07-25,2024-07-25,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,344.32,14,14,24.59,41.07,7.19,21.38,0.00,0.00,USD
Day of 2024-07-25,2024-07-25,2024-07-25,McDonald's (2401-TURNERSVILLE),946258,5579,2401,385.89,16,16,24.12,50.82,7.79,33.37,0.00,0.00,USD
Day of 2024-07-25,2024-07-25,2024-07-25,McDonald's (4592-OCEAN CITY),659406,5579,4592,678.15,31,30,21.88,88.26,0.00,0.00,0.00,0.00,USD
Day of 2024-07-25,2024-07-25,2024-07-25,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1544.61,72,72,21.45,205.65,0.00,0.00,3.00,47.56,USD
Day of 2024-07-24,2024-07-24,2024-07-24,McDonald's (12008-CROSS KEYS),946236,5579,12008,532.37,29,29,18.36,69.63,0.00,0.00,0.00,0.00,USD
Day of 2024-07-24,2024-07-24,2024-07-24,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1241.22,69,69,17.99,160.62,7.79,34.18,0.00,0.00,USD
Day of 2024-07-24,2024-07-24,2024-07-24,McDonald's (18170-NO WOODBURY),946241,5579,18170,666.34,31,31,21.49,88.23,0.00,0.00,3.00,45.03,USD
Day of 2024-07-24,2024-07-24,2024-07-24,McDonald's (18576-WINSLOW),946252,5579,18576,1019.48,47,47,21.69,142.59,0.00,0.00,0.00,0.00,USD
Day of 2024-07-24,2024-07-24,2024-07-24,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,961.19,49,49,19.62,118.39,7.79,17.97,0.00,0.00,USD
Day of 2024-07-24,2024-07-24,2024-07-24,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,199.74,11,11,18.16,23.91,7.79,26.26,0.00,0.00,USD
Day of 2024-07-24,2024-07-24,2024-07-24,McDonald's (2401-TURNERSVILLE),946258,5579,2401,115.25,7,7,16.46,15.55,0.00,0.00,0.00,0.00,USD
Day of 2024-07-24,2024-07-24,2024-07-24,McDonald's (4592-OCEAN CITY),659406,5579,4592,639.72,27,27,23.69,82.96,0.00,0.00,0.00,0.00,USD
Day of 2024-07-24,2024-07-24,2024-07-24,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1253.31,57,57,21.99,160.65,22.17,85.60,0.00,0.00,USD
Day of 2024-07-23,2024-07-23,2024-07-23,McDonald's (12008-CROSS KEYS),946236,5579,12008,768.95,39,39,19.72,100.69,0.00,0.00,0.00,0.00,USD
Day of 2024-07-23,2024-07-23,2024-07-23,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1428.74,77,77,18.56,183.55,15.58,40.91,3.00,25.27,USD
Day of 2024-07-23,2024-07-23,2024-07-23,McDonald's (18170-NO WOODBURY),946241,5579,18170,827.41,36,36,22.98,101.07,7.79,61.42,0.00,0.00,USD
Day of 2024-07-23,2024-07-23,2024-07-23,McDonald's (18576-WINSLOW),946252,5579,18576,1063.17,51,51,20.85,146.89,22.77,75.91,3.00,24.03,USD
Day of 2024-07-23,2024-07-23,2024-07-23,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,930.71,41,41,22.70,118.87,0.00,0.00,0.00,0.00,USD
Day of 2024-07-23,2024-07-23,2024-07-23,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,319.88,18,17,17.77,38.13,0.00,0.00,0.00,0.00,USD
Day of 2024-07-23,2024-07-23,2024-07-23,McDonald's (2401-TURNERSVILLE),946258,5579,2401,318.17,18,18,17.68,40.22,0.00,0.00,0.00,0.00,USD
Day of 2024-07-23,2024-07-23,2024-07-23,McDonald's (4592-OCEAN CITY),659406,5579,4592,612.00,28,28,21.86,76.72,14.98,57.55,3.00,21.80,USD
Day of 2024-07-23,2024-07-23,2024-07-23,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1393.46,63,63,22.12,188.12,14.38,51.94,0.00,0.00,USD
Day of 2024-07-22,2024-07-22,2024-07-22,McDonald's (12008-CROSS KEYS),946236,5579,12008,467.44,20,20,23.37,63.18,7.79,23.18,0.00,0.00,USD
Day of 2024-07-22,2024-07-22,2024-07-22,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1443.65,75,74,19.25,188.14,0.00,0.00,0.00,0.00,USD
Day of 2024-07-22,2024-07-22,2024-07-22,McDonald's (18170-NO WOODBURY),946241,5579,18170,853.08,40,40,21.33,111.12,0.00,0.00,3.00,11.29,USD
Day of 2024-07-22,2024-07-22,2024-07-22,McDonald's (18576-WINSLOW),946252,5579,18576,1196.58,57,56,20.99,168.42,0.00,0.00,0.00,0.00,USD
Day of 2024-07-22,2024-07-22,2024-07-22,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1014.91,48,48,21.14,123.13,0.00,0.00,0.00,0.00,USD
Day of 2024-07-22,2024-07-22,2024-07-22,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,344.07,13,13,26.47,40.83,0.00,0.00,0.00,0.00,USD
Day of 2024-07-22,2024-07-22,2024-07-22,McDonald's (2401-TURNERSVILLE),946258,5579,2401,413.43,19,19,21.76,55.09,0.00,0.00,0.00,0.00,USD
Day of 2024-07-22,2024-07-22,2024-07-22,McDonald's (4592-OCEAN CITY),659406,5579,4592,592.34,22,22,26.92,73.58,0.00,0.00,0.00,0.00,USD
Day of 2024-07-22,2024-07-22,2024-07-22,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1561.77,67,67,23.31,201.50,29.96,138.03,0.00,0.00,USD
Day of 2024-07-21,2024-07-21,2024-07-21,McDonald's (12008-CROSS KEYS),946236,5579,12008,423.25,25,25,16.93,55.70,0.00,0.00,0.00,0.00,USD
Day of 2024-07-21,2024-07-21,2024-07-21,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1548.34,77,77,20.11,195.84,29.96,81.65,0.00,0.00,USD
Day of 2024-07-21,2024-07-21,2024-07-21,McDonald's (18170-NO WOODBURY),946241,5579,18170,1111.42,54,53,20.58,147.02,0.00,0.00,3.00,18.58,USD
Day of 2024-07-21,2024-07-21,2024-07-21,McDonald's (18576-WINSLOW),946252,5579,18576,1341.65,67,67,20.02,187.16,22.17,79.17,3.00,7.29,USD
Day of 2024-07-21,2024-07-21,2024-07-21,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1351.97,61,60,22.16,179.41,0.00,0.00,0.00,0.00,USD
Day of 2024-07-21,2024-07-21,2024-07-21,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,355.16,15,15,23.68,45.08,0.00,0.00,0.00,0.00,USD
Day of 2024-07-21,2024-07-21,2024-07-21,McDonald's (2401-TURNERSVILLE),946258,5579,2401,743.91,30,30,24.80,90.44,0.00,0.00,0.00,0.00,USD
Day of 2024-07-21,2024-07-21,2024-07-21,McDonald's (4592-OCEAN CITY),659406,5579,4592,767.18,27,27,28.41,97.44,7.19,26.97,0.00,0.00,USD
Day of 2024-07-21,2024-07-21,2024-07-21,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1503.27,66,66,22.78,199.47,14.38,62.51,6.00,46.33,USD
Day of 2024-07-20,2024-07-20,2024-07-20,McDonald's (12008-CROSS KEYS),946236,5579,12008,469.72,21,21,22.37,61.80,0.00,0.00,0.00,0.00,USD
